"","Species","Year","Week","Week.Sum","Year.Sum","fYear","Prop.Year","fSpecies"
"2400","Black Bullhead",2020,29,0,0,"2020",0,"Black Bullhead"
"2401","Black Bullhead",2020,30,0,0,"2020",0,"Black Bullhead"
"2402","Black Bullhead",2020,31,0,0,"2020",0,"Black Bullhead"
"2403","Black Bullhead",2020,32,0,0,"2020",0,"Black Bullhead"
"2404","Black Bullhead",2020,33,0,0,"2020",0,"Black Bullhead"
"2405","Black Bullhead",2020,34,0,0,"2020",0,"Black Bullhead"
"2406","Black Bullhead",2020,35,0,0,"2020",0,"Black Bullhead"
"2407","Black Bullhead",2020,11,0,0,"2020",0,"Black Bullhead"
"2408","Black Bullhead",2020,12,0,0,"2020",0,"Black Bullhead"
"2409","Black Bullhead",2020,13,0,0,"2020",0,"Black Bullhead"
"2410","Black Bullhead",2020,14,0,0,"2020",0,"Black Bullhead"
"2411","Black Bullhead",2020,27,0,0,"2020",0,"Black Bullhead"
"2412","Black Bullhead",2020,15,0,0,"2020",0,"Black Bullhead"
"2413","Black Bullhead",2020,16,0,0,"2020",0,"Black Bullhead"
"2414","Black Bullhead",2020,25,0,0,"2020",0,"Black Bullhead"
"2415","Black Bullhead",2020,17,0,0,"2020",0,"Black Bullhead"
"2416","Black Bullhead",2020,26,0,0,"2020",0,"Black Bullhead"
"2417","Black Bullhead",2020,24,0,0,"2020",0,"Black Bullhead"
"2418","Black Bullhead",2020,18,0,0,"2020",0,"Black Bullhead"
"2419","Black Bullhead",2020,19,0,0,"2020",0,"Black Bullhead"
"2420","Black Bullhead",2020,20,0,0,"2020",0,"Black Bullhead"
"2421","Black Bullhead",2020,21,0,0,"2020",0,"Black Bullhead"
"2422","Black Bullhead",2020,22,0,0,"2020",0,"Black Bullhead"
"2423","Black Bullhead",2020,23,0,0,"2020",0,"Black Bullhead"
"2424","Black Bullhead",2021,11,0,0,"2021",0,"Black Bullhead"
"2425","Black Bullhead",2021,12,0,0,"2021",0,"Black Bullhead"
"2426","Black Bullhead",2021,13,0,0,"2021",0,"Black Bullhead"
"2427","Black Bullhead",2021,14,0,0,"2021",0,"Black Bullhead"
"2428","Black Bullhead",2021,15,0,0,"2021",0,"Black Bullhead"
"2429","Black Bullhead",2021,16,0,0,"2021",0,"Black Bullhead"
"2430","Black Bullhead",2021,17,0,0,"2021",0,"Black Bullhead"
"2431","Black Bullhead",2021,18,0,0,"2021",0,"Black Bullhead"
"2432","Black Bullhead",2021,19,0,0,"2021",0,"Black Bullhead"
"2433","Black Bullhead",2021,20,0,0,"2021",0,"Black Bullhead"
"2434","Black Bullhead",2021,21,0,0,"2021",0,"Black Bullhead"
"2435","Black Bullhead",2021,22,0,0,"2021",0,"Black Bullhead"
"2436","Black Bullhead",2021,23,0,0,"2021",0,"Black Bullhead"
"2437","Black Bullhead",2021,24,0,0,"2021",0,"Black Bullhead"
"2438","Black Bullhead",2021,25,0,0,"2021",0,"Black Bullhead"
"2439","Black Bullhead",2021,26,0,0,"2021",0,"Black Bullhead"
"2440","Black Bullhead",2021,27,0,0,"2021",0,"Black Bullhead"
"2441","Black Bullhead",2021,28,0,0,"2021",0,"Black Bullhead"
"2442","Black Bullhead",2021,29,0,0,"2021",0,"Black Bullhead"
"2443","Black Bullhead",2021,30,0,0,"2021",0,"Black Bullhead"
"2444","Black Bullhead",2021,31,0,0,"2021",0,"Black Bullhead"
"2445","Black Bullhead",2021,32,0,0,"2021",0,"Black Bullhead"
"2446","Black Bullhead",2021,33,0,0,"2021",0,"Black Bullhead"
"2447","Black Bullhead",2021,34,0,0,"2021",0,"Black Bullhead"
"2448","Black Bullhead",2021,35,0,0,"2021",0,"Black Bullhead"
"2449","Black Bullhead",2022,20,0,0,"2022",0,"Black Bullhead"
"2450","Black Bullhead",2022,31,0,0,"2022",0,"Black Bullhead"
"2451","Black Bullhead",2022,32,0,0,"2022",0,"Black Bullhead"
"2452","Black Bullhead",2022,33,0,0,"2022",0,"Black Bullhead"
"2453","Black Bullhead",2022,34,0,0,"2022",0,"Black Bullhead"
"2454","Black Bullhead",2022,35,0,0,"2022",0,"Black Bullhead"
"2455","Black Bullhead",2022,29,0,0,"2022",0,"Black Bullhead"
"2456","Black Bullhead",2022,21,0,0,"2022",0,"Black Bullhead"
"2457","Black Bullhead",2022,30,0,0,"2022",0,"Black Bullhead"
"2458","Black Bullhead",2022,12,0,0,"2022",0,"Black Bullhead"
"2459","Black Bullhead",2022,13,0,0,"2022",0,"Black Bullhead"
"2460","Black Bullhead",2022,22,0,0,"2022",0,"Black Bullhead"
"2461","Black Bullhead",2022,14,0,0,"2022",0,"Black Bullhead"
"2462","Black Bullhead",2022,15,0,0,"2022",0,"Black Bullhead"
"2463","Black Bullhead",2022,24,0,0,"2022",0,"Black Bullhead"
"2464","Black Bullhead",2022,16,0,0,"2022",0,"Black Bullhead"
"2465","Black Bullhead",2022,25,0,0,"2022",0,"Black Bullhead"
"2466","Black Bullhead",2022,17,0,0,"2022",0,"Black Bullhead"
"2467","Black Bullhead",2022,26,0,0,"2022",0,"Black Bullhead"
"2468","Black Bullhead",2022,18,0,0,"2022",0,"Black Bullhead"
"2469","Black Bullhead",2022,27,0,0,"2022",0,"Black Bullhead"
"2470","Black Bullhead",2022,19,0,0,"2022",0,"Black Bullhead"
"2471","Black Bullhead",2022,28,0,0,"2022",0,"Black Bullhead"
"2472","Black Bullhead",2022,23,0,0,"2022",0,"Black Bullhead"
"2473","Black Crappie",1997,25,1,18,"1997",0.0555555555555556,"Black Crappie"
"2474","Black Crappie",1997,16,0,18,"1997",0,"Black Crappie"
"2475","Black Crappie",1997,20,0,18,"1997",0,"Black Crappie"
"2476","Black Crappie",1997,29,0,18,"1997",0,"Black Crappie"
"2477","Black Crappie",1997,14,2,18,"1997",0.111111111111111,"Black Crappie"
"2478","Black Crappie",1997,23,0,18,"1997",0,"Black Crappie"
"2479","Black Crappie",1997,17,5,18,"1997",0.277777777777778,"Black Crappie"
"2480","Black Crappie",1997,18,1,18,"1997",0.0555555555555556,"Black Crappie"
"2481","Black Crappie",1997,21,0,18,"1997",0,"Black Crappie"
"2482","Black Crappie",1997,28,0,18,"1997",0,"Black Crappie"
"2483","Black Crappie",1997,24,0,18,"1997",0,"Black Crappie"
"2484","Black Crappie",1997,19,1,18,"1997",0.0555555555555556,"Black Crappie"
"2485","Black Crappie",1997,26,1,18,"1997",0.0555555555555556,"Black Crappie"
"2486","Black Crappie",1997,35,0,18,"1997",0,"Black Crappie"
"2487","Black Crappie",1997,27,1,18,"1997",0.0555555555555556,"Black Crappie"
"2488","Black Crappie",1997,15,2,18,"1997",0.111111111111111,"Black Crappie"
"2489","Black Crappie",1997,22,0,18,"1997",0,"Black Crappie"
"2490","Black Crappie",1997,12,0,18,"1997",0,"Black Crappie"
"2491","Black Crappie",1997,30,0,18,"1997",0,"Black Crappie"
"2492","Black Crappie",1997,34,0,18,"1997",0,"Black Crappie"
"2493","Black Crappie",1997,13,0,18,"1997",0,"Black Crappie"
"2494","Black Crappie",1997,33,3,18,"1997",0.166666666666667,"Black Crappie"
"2495","Black Crappie",1997,31,0,18,"1997",0,"Black Crappie"
"2496","Black Crappie",1997,32,1,18,"1997",0.0555555555555556,"Black Crappie"
"2497","Black Crappie",1998,31,1,4,"1998",0.25,"Black Crappie"
"2498","Black Crappie",1998,23,0,4,"1998",0,"Black Crappie"
"2499","Black Crappie",1998,18,1,4,"1998",0.25,"Black Crappie"
"2500","Black Crappie",1998,14,0,4,"1998",0,"Black Crappie"
"2501","Black Crappie",1998,12,0,4,"1998",0,"Black Crappie"
"2502","Black Crappie",1998,10,0,4,"1998",0,"Black Crappie"
"2503","Black Crappie",1998,33,0,4,"1998",0,"Black Crappie"
"2504","Black Crappie",1998,25,0,4,"1998",0,"Black Crappie"
"2505","Black Crappie",1998,32,1,4,"1998",0.25,"Black Crappie"
"2506","Black Crappie",1998,35,0,4,"1998",0,"Black Crappie"
"2507","Black Crappie",1998,15,0,4,"1998",0,"Black Crappie"
"2508","Black Crappie",1998,17,0,4,"1998",0,"Black Crappie"
"2509","Black Crappie",1998,24,0,4,"1998",0,"Black Crappie"
"2510","Black Crappie",1998,27,0,4,"1998",0,"Black Crappie"
"2511","Black Crappie",1998,20,0,4,"1998",0,"Black Crappie"
"2512","Black Crappie",1998,26,0,4,"1998",0,"Black Crappie"
"2513","Black Crappie",1998,21,0,4,"1998",0,"Black Crappie"
"2514","Black Crappie",1998,16,0,4,"1998",0,"Black Crappie"
"2515","Black Crappie",1998,13,0,4,"1998",0,"Black Crappie"
"2516","Black Crappie",1998,34,0,4,"1998",0,"Black Crappie"
"2517","Black Crappie",1998,29,0,4,"1998",0,"Black Crappie"
"2518","Black Crappie",1998,28,0,4,"1998",0,"Black Crappie"
"2519","Black Crappie",1998,22,1,4,"1998",0.25,"Black Crappie"
"2520","Black Crappie",1998,30,0,4,"1998",0,"Black Crappie"
"2521","Black Crappie",1998,19,0,4,"1998",0,"Black Crappie"
"2522","Black Crappie",2000,23,1,3,"2000",0.333333333333333,"Black Crappie"
"2523","Black Crappie",2000,15,0,3,"2000",0,"Black Crappie"
"2524","Black Crappie",2000,12,0,3,"2000",0,"Black Crappie"
"2525","Black Crappie",2000,22,0,3,"2000",0,"Black Crappie"
"2526","Black Crappie",2000,21,0,3,"2000",0,"Black Crappie"
"2527","Black Crappie",2000,14,0,3,"2000",0,"Black Crappie"
"2528","Black Crappie",2000,9,0,3,"2000",0,"Black Crappie"
"2529","Black Crappie",2000,20,0,3,"2000",0,"Black Crappie"
"2530","Black Crappie",2000,30,0,3,"2000",0,"Black Crappie"
"2531","Black Crappie",2000,19,0,3,"2000",0,"Black Crappie"
"2532","Black Crappie",2000,11,0,3,"2000",0,"Black Crappie"
"2533","Black Crappie",2000,18,1,3,"2000",0.333333333333333,"Black Crappie"
"2534","Black Crappie",2000,10,0,3,"2000",0,"Black Crappie"
"2535","Black Crappie",2000,17,1,3,"2000",0.333333333333333,"Black Crappie"
"2536","Black Crappie",2000,24,0,3,"2000",0,"Black Crappie"
"2537","Black Crappie",2000,34,0,3,"2000",0,"Black Crappie"
"2538","Black Crappie",2000,35,0,3,"2000",0,"Black Crappie"
"2539","Black Crappie",2000,13,0,3,"2000",0,"Black Crappie"
"2540","Black Crappie",2000,33,0,3,"2000",0,"Black Crappie"
"2541","Black Crappie",2000,32,0,3,"2000",0,"Black Crappie"
"2542","Black Crappie",2000,26,0,3,"2000",0,"Black Crappie"
"2543","Black Crappie",2000,28,0,3,"2000",0,"Black Crappie"
"2544","Black Crappie",2000,16,0,3,"2000",0,"Black Crappie"
"2545","Black Crappie",2000,31,0,3,"2000",0,"Black Crappie"
"2546","Black Crappie",2000,29,0,3,"2000",0,"Black Crappie"
"2547","Black Crappie",2000,25,0,3,"2000",0,"Black Crappie"
"2548","Black Crappie",2000,27,0,3,"2000",0,"Black Crappie"
"2549","Black Crappie",2001,24,0,6,"2001",0,"Black Crappie"
"2550","Black Crappie",2001,34,0,6,"2001",0,"Black Crappie"
"2551","Black Crappie",2001,33,0,6,"2001",0,"Black Crappie"
"2552","Black Crappie",2001,15,0,6,"2001",0,"Black Crappie"
"2553","Black Crappie",2001,23,0,6,"2001",0,"Black Crappie"
"2554","Black Crappie",2001,22,0,6,"2001",0,"Black Crappie"
"2555","Black Crappie",2001,20,0,6,"2001",0,"Black Crappie"
"2556","Black Crappie",2001,19,0,6,"2001",0,"Black Crappie"
"2557","Black Crappie",2001,13,0,6,"2001",0,"Black Crappie"
"2558","Black Crappie",2001,21,0,6,"2001",0,"Black Crappie"
"2559","Black Crappie",2001,25,0,6,"2001",0,"Black Crappie"
"2560","Black Crappie",2001,26,0,6,"2001",0,"Black Crappie"
"2561","Black Crappie",2001,35,0,6,"2001",0,"Black Crappie"
"2562","Black Crappie",2001,14,0,6,"2001",0,"Black Crappie"
"2563","Black Crappie",2001,16,2,6,"2001",0.333333333333333,"Black Crappie"
"2564","Black Crappie",2001,32,0,6,"2001",0,"Black Crappie"
"2565","Black Crappie",2001,18,1,6,"2001",0.166666666666667,"Black Crappie"
"2566","Black Crappie",2001,28,3,6,"2001",0.5,"Black Crappie"
"2567","Black Crappie",2001,31,0,6,"2001",0,"Black Crappie"
"2568","Black Crappie",2001,12,0,6,"2001",0,"Black Crappie"
"2569","Black Crappie",2001,30,0,6,"2001",0,"Black Crappie"
"2570","Black Crappie",2001,29,0,6,"2001",0,"Black Crappie"
"2571","Black Crappie",2001,11,0,6,"2001",0,"Black Crappie"
"2572","Black Crappie",2001,17,0,6,"2001",0,"Black Crappie"
"2573","Black Crappie",2001,27,0,6,"2001",0,"Black Crappie"
"2574","Black Crappie",2002,31,0,14,"2002",0,"Black Crappie"
"2575","Black Crappie",2002,20,0,14,"2002",0,"Black Crappie"
"2576","Black Crappie",2002,22,0,14,"2002",0,"Black Crappie"
"2577","Black Crappie",2002,27,0,14,"2002",0,"Black Crappie"
"2578","Black Crappie",2002,19,3,14,"2002",0.214285714285714,"Black Crappie"
"2579","Black Crappie",2002,24,1,14,"2002",0.0714285714285714,"Black Crappie"
"2580","Black Crappie",2002,32,0,14,"2002",0,"Black Crappie"
"2581","Black Crappie",2002,23,0,14,"2002",0,"Black Crappie"
"2582","Black Crappie",2002,14,0,14,"2002",0,"Black Crappie"
"2583","Black Crappie",2002,12,0,14,"2002",0,"Black Crappie"
"2584","Black Crappie",2002,13,0,14,"2002",0,"Black Crappie"
"2585","Black Crappie",2002,21,0,14,"2002",0,"Black Crappie"
"2586","Black Crappie",2002,26,0,14,"2002",0,"Black Crappie"
"2587","Black Crappie",2002,15,1,14,"2002",0.0714285714285714,"Black Crappie"
"2588","Black Crappie",2002,35,0,14,"2002",0,"Black Crappie"
"2589","Black Crappie",2002,18,0,14,"2002",0,"Black Crappie"
"2590","Black Crappie",2002,30,0,14,"2002",0,"Black Crappie"
"2591","Black Crappie",2002,25,2,14,"2002",0.142857142857143,"Black Crappie"
"2592","Black Crappie",2002,10,0,14,"2002",0,"Black Crappie"
"2593","Black Crappie",2002,28,0,14,"2002",0,"Black Crappie"
"2594","Black Crappie",2002,17,1,14,"2002",0.0714285714285714,"Black Crappie"
"2595","Black Crappie",2002,34,0,14,"2002",0,"Black Crappie"
"2596","Black Crappie",2002,11,0,14,"2002",0,"Black Crappie"
"2597","Black Crappie",2002,33,0,14,"2002",0,"Black Crappie"
"2598","Black Crappie",2002,16,6,14,"2002",0.428571428571429,"Black Crappie"
"2599","Black Crappie",2002,29,0,14,"2002",0,"Black Crappie"
"2600","Black Crappie",2003,20,0,20,"2003",0,"Black Crappie"
"2601","Black Crappie",2003,27,1,20,"2003",0.05,"Black Crappie"
"2602","Black Crappie",2003,30,1,20,"2003",0.05,"Black Crappie"
"2603","Black Crappie",2003,25,0,20,"2003",0,"Black Crappie"
"2604","Black Crappie",2003,32,0,20,"2003",0,"Black Crappie"
"2605","Black Crappie",2003,29,0,20,"2003",0,"Black Crappie"
"2606","Black Crappie",2003,26,0,20,"2003",0,"Black Crappie"
"2607","Black Crappie",2003,18,2,20,"2003",0.1,"Black Crappie"
"2608","Black Crappie",2003,31,0,20,"2003",0,"Black Crappie"
"2609","Black Crappie",2003,14,0,20,"2003",0,"Black Crappie"
"2610","Black Crappie",2003,22,2,20,"2003",0.1,"Black Crappie"
"2611","Black Crappie",2003,19,0,20,"2003",0,"Black Crappie"
"2612","Black Crappie",2003,28,1,20,"2003",0.05,"Black Crappie"
"2613","Black Crappie",2003,33,0,20,"2003",0,"Black Crappie"
"2614","Black Crappie",2003,12,0,20,"2003",0,"Black Crappie"
"2615","Black Crappie",2003,21,1,20,"2003",0.05,"Black Crappie"
"2616","Black Crappie",2003,17,11,20,"2003",0.55,"Black Crappie"
"2617","Black Crappie",2003,23,0,20,"2003",0,"Black Crappie"
"2618","Black Crappie",2003,13,0,20,"2003",0,"Black Crappie"
"2619","Black Crappie",2003,35,0,20,"2003",0,"Black Crappie"
"2620","Black Crappie",2003,34,0,20,"2003",0,"Black Crappie"
"2621","Black Crappie",2003,15,0,20,"2003",0,"Black Crappie"
"2622","Black Crappie",2003,24,0,20,"2003",0,"Black Crappie"
"2623","Black Crappie",2003,16,1,20,"2003",0.05,"Black Crappie"
"2624","Black Crappie",2004,25,0,10,"2004",0,"Black Crappie"
"2625","Black Crappie",2004,12,0,10,"2004",0,"Black Crappie"
"2626","Black Crappie",2004,13,1,10,"2004",0.1,"Black Crappie"
"2627","Black Crappie",2004,27,0,10,"2004",0,"Black Crappie"
"2628","Black Crappie",2004,20,1,10,"2004",0.1,"Black Crappie"
"2629","Black Crappie",2004,35,0,10,"2004",0,"Black Crappie"
"2630","Black Crappie",2004,24,1,10,"2004",0.1,"Black Crappie"
"2631","Black Crappie",2004,26,0,10,"2004",0,"Black Crappie"
"2632","Black Crappie",2004,14,0,10,"2004",0,"Black Crappie"
"2633","Black Crappie",2004,17,1,10,"2004",0.1,"Black Crappie"
"2634","Black Crappie",2004,28,0,10,"2004",0,"Black Crappie"
"2635","Black Crappie",2004,22,0,10,"2004",0,"Black Crappie"
"2636","Black Crappie",2004,30,0,10,"2004",0,"Black Crappie"
"2637","Black Crappie",2004,21,1,10,"2004",0.1,"Black Crappie"
"2638","Black Crappie",2004,15,0,10,"2004",0,"Black Crappie"
"2639","Black Crappie",2004,29,0,10,"2004",0,"Black Crappie"
"2640","Black Crappie",2004,19,3,10,"2004",0.3,"Black Crappie"
"2641","Black Crappie",2004,16,2,10,"2004",0.2,"Black Crappie"
"2642","Black Crappie",2004,34,0,10,"2004",0,"Black Crappie"
"2643","Black Crappie",2004,33,0,10,"2004",0,"Black Crappie"
"2644","Black Crappie",2004,18,0,10,"2004",0,"Black Crappie"
"2645","Black Crappie",2004,32,0,10,"2004",0,"Black Crappie"
"2646","Black Crappie",2004,23,0,10,"2004",0,"Black Crappie"
"2647","Black Crappie",2004,31,0,10,"2004",0,"Black Crappie"
"2648","Black Crappie",2005,27,0,12,"2005",0,"Black Crappie"
"2649","Black Crappie",2005,31,0,12,"2005",0,"Black Crappie"
"2650","Black Crappie",2005,19,0,12,"2005",0,"Black Crappie"
"2651","Black Crappie",2005,33,0,12,"2005",0,"Black Crappie"
"2652","Black Crappie",2005,28,0,12,"2005",0,"Black Crappie"
"2653","Black Crappie",2005,32,0,12,"2005",0,"Black Crappie"
"2654","Black Crappie",2005,18,0,12,"2005",0,"Black Crappie"
"2655","Black Crappie",2005,21,0,12,"2005",0,"Black Crappie"
"2656","Black Crappie",2005,17,0,12,"2005",0,"Black Crappie"
"2657","Black Crappie",2005,20,0,12,"2005",0,"Black Crappie"
"2658","Black Crappie",2005,30,0,12,"2005",0,"Black Crappie"
"2659","Black Crappie",2005,16,6,12,"2005",0.5,"Black Crappie"
"2660","Black Crappie",2005,14,1,12,"2005",0.0833333333333333,"Black Crappie"
"2661","Black Crappie",2005,13,0,12,"2005",0,"Black Crappie"
"2662","Black Crappie",2005,25,1,12,"2005",0.0833333333333333,"Black Crappie"
"2663","Black Crappie",2005,15,2,12,"2005",0.166666666666667,"Black Crappie"
"2664","Black Crappie",2005,29,0,12,"2005",0,"Black Crappie"
"2665","Black Crappie",2005,26,0,12,"2005",0,"Black Crappie"
"2666","Black Crappie",2005,12,0,12,"2005",0,"Black Crappie"
"2667","Black Crappie",2005,22,2,12,"2005",0.166666666666667,"Black Crappie"
"2668","Black Crappie",2005,34,0,12,"2005",0,"Black Crappie"
"2669","Black Crappie",2005,24,0,12,"2005",0,"Black Crappie"
"2670","Black Crappie",2005,35,0,12,"2005",0,"Black Crappie"
"2671","Black Crappie",2005,23,0,12,"2005",0,"Black Crappie"
"2672","Black Crappie",2006,31,0,7,"2006",0,"Black Crappie"
"2673","Black Crappie",2006,19,0,7,"2006",0,"Black Crappie"
"2674","Black Crappie",2006,26,0,7,"2006",0,"Black Crappie"
"2675","Black Crappie",2006,21,0,7,"2006",0,"Black Crappie"
"2676","Black Crappie",2006,32,0,7,"2006",0,"Black Crappie"
"2677","Black Crappie",2006,34,1,7,"2006",0.142857142857143,"Black Crappie"
"2678","Black Crappie",2006,25,0,7,"2006",0,"Black Crappie"
"2679","Black Crappie",2006,23,0,7,"2006",0,"Black Crappie"
"2680","Black Crappie",2006,22,1,7,"2006",0.142857142857143,"Black Crappie"
"2681","Black Crappie",2006,13,2,7,"2006",0.285714285714286,"Black Crappie"
"2682","Black Crappie",2006,11,0,7,"2006",0,"Black Crappie"
"2683","Black Crappie",2006,29,0,7,"2006",0,"Black Crappie"
"2684","Black Crappie",2006,28,0,7,"2006",0,"Black Crappie"
"2685","Black Crappie",2006,35,1,7,"2006",0.142857142857143,"Black Crappie"
"2686","Black Crappie",2006,20,0,7,"2006",0,"Black Crappie"
"2687","Black Crappie",2006,30,0,7,"2006",0,"Black Crappie"
"2688","Black Crappie",2006,24,0,7,"2006",0,"Black Crappie"
"2689","Black Crappie",2006,27,0,7,"2006",0,"Black Crappie"
"2690","Black Crappie",2006,15,1,7,"2006",0.142857142857143,"Black Crappie"
"2691","Black Crappie",2006,12,0,7,"2006",0,"Black Crappie"
"2692","Black Crappie",2006,16,0,7,"2006",0,"Black Crappie"
"2693","Black Crappie",2006,33,1,7,"2006",0.142857142857143,"Black Crappie"
"2694","Black Crappie",2006,17,0,7,"2006",0,"Black Crappie"
"2695","Black Crappie",2006,18,0,7,"2006",0,"Black Crappie"
"2696","Black Crappie",2006,14,0,7,"2006",0,"Black Crappie"
"2697","Black Crappie",2007,28,0,0,"2007",0,"Black Crappie"
"2698","Black Crappie",2007,29,0,0,"2007",0,"Black Crappie"
"2699","Black Crappie",2007,30,0,0,"2007",0,"Black Crappie"
"2700","Black Crappie",2007,31,0,0,"2007",0,"Black Crappie"
"2701","Black Crappie",2007,32,0,0,"2007",0,"Black Crappie"
"2702","Black Crappie",2007,33,0,0,"2007",0,"Black Crappie"
"2703","Black Crappie",2007,34,0,0,"2007",0,"Black Crappie"
"2704","Black Crappie",2007,35,0,0,"2007",0,"Black Crappie"
"2705","Black Crappie",2007,12,0,0,"2007",0,"Black Crappie"
"2706","Black Crappie",2007,13,0,0,"2007",0,"Black Crappie"
"2707","Black Crappie",2007,14,0,0,"2007",0,"Black Crappie"
"2708","Black Crappie",2007,15,0,0,"2007",0,"Black Crappie"
"2709","Black Crappie",2007,16,0,0,"2007",0,"Black Crappie"
"2710","Black Crappie",2007,17,0,0,"2007",0,"Black Crappie"
"2711","Black Crappie",2007,18,0,0,"2007",0,"Black Crappie"
"2712","Black Crappie",2007,19,0,0,"2007",0,"Black Crappie"
"2713","Black Crappie",2007,20,0,0,"2007",0,"Black Crappie"
"2714","Black Crappie",2007,21,0,0,"2007",0,"Black Crappie"
"2715","Black Crappie",2007,22,0,0,"2007",0,"Black Crappie"
"2716","Black Crappie",2007,23,0,0,"2007",0,"Black Crappie"
"2717","Black Crappie",2007,24,0,0,"2007",0,"Black Crappie"
"2718","Black Crappie",2007,25,0,0,"2007",0,"Black Crappie"
"2719","Black Crappie",2007,26,0,0,"2007",0,"Black Crappie"
"2720","Black Crappie",2007,27,0,0,"2007",0,"Black Crappie"
"2721","Black Crappie",2008,18,0,1,"2008",0,"Black Crappie"
"2722","Black Crappie",2008,23,0,1,"2008",0,"Black Crappie"
"2723","Black Crappie",2008,19,0,1,"2008",0,"Black Crappie"
"2724","Black Crappie",2008,21,0,1,"2008",0,"Black Crappie"
"2725","Black Crappie",2008,20,0,1,"2008",0,"Black Crappie"
"2726","Black Crappie",2008,14,1,1,"2008",1,"Black Crappie"
"2727","Black Crappie",2008,22,0,1,"2008",0,"Black Crappie"
"2728","Black Crappie",2008,17,0,1,"2008",0,"Black Crappie"
"2729","Black Crappie",2008,35,0,1,"2008",0,"Black Crappie"
"2730","Black Crappie",2008,33,0,1,"2008",0,"Black Crappie"
"2731","Black Crappie",2008,32,0,1,"2008",0,"Black Crappie"
"2732","Black Crappie",2008,24,0,1,"2008",0,"Black Crappie"
"2733","Black Crappie",2008,15,0,1,"2008",0,"Black Crappie"
"2734","Black Crappie",2008,13,0,1,"2008",0,"Black Crappie"
"2735","Black Crappie",2008,31,0,1,"2008",0,"Black Crappie"
"2736","Black Crappie",2008,16,0,1,"2008",0,"Black Crappie"
"2737","Black Crappie",2008,34,0,1,"2008",0,"Black Crappie"
"2738","Black Crappie",2008,27,0,1,"2008",0,"Black Crappie"
"2739","Black Crappie",2008,28,0,1,"2008",0,"Black Crappie"
"2740","Black Crappie",2008,25,0,1,"2008",0,"Black Crappie"
"2741","Black Crappie",2008,26,0,1,"2008",0,"Black Crappie"
"2742","Black Crappie",2008,30,0,1,"2008",0,"Black Crappie"
"2743","Black Crappie",2008,29,0,1,"2008",0,"Black Crappie"
"2744","Black Crappie",2009,11,0,0,"2009",0,"Black Crappie"
"2745","Black Crappie",2009,12,0,0,"2009",0,"Black Crappie"
"2746","Black Crappie",2009,13,0,0,"2009",0,"Black Crappie"
"2747","Black Crappie",2009,14,0,0,"2009",0,"Black Crappie"
"2748","Black Crappie",2009,15,0,0,"2009",0,"Black Crappie"
"2749","Black Crappie",2009,16,0,0,"2009",0,"Black Crappie"
"2750","Black Crappie",2009,17,0,0,"2009",0,"Black Crappie"
"2751","Black Crappie",2009,18,0,0,"2009",0,"Black Crappie"
"2752","Black Crappie",2009,19,0,0,"2009",0,"Black Crappie"
"2753","Black Crappie",2009,20,0,0,"2009",0,"Black Crappie"
"2754","Black Crappie",2009,21,0,0,"2009",0,"Black Crappie"
"2755","Black Crappie",2009,22,0,0,"2009",0,"Black Crappie"
"2756","Black Crappie",2009,23,0,0,"2009",0,"Black Crappie"
"2757","Black Crappie",2009,24,0,0,"2009",0,"Black Crappie"
"2758","Black Crappie",2009,25,0,0,"2009",0,"Black Crappie"
"2759","Black Crappie",2009,26,0,0,"2009",0,"Black Crappie"
"2760","Black Crappie",2009,27,0,0,"2009",0,"Black Crappie"
"2761","Black Crappie",2009,28,0,0,"2009",0,"Black Crappie"
"2762","Black Crappie",2009,29,0,0,"2009",0,"Black Crappie"
"2763","Black Crappie",2009,30,0,0,"2009",0,"Black Crappie"
"2764","Black Crappie",2009,31,0,0,"2009",0,"Black Crappie"
"2765","Black Crappie",2009,32,0,0,"2009",0,"Black Crappie"
"2766","Black Crappie",2009,33,0,0,"2009",0,"Black Crappie"
"2767","Black Crappie",2009,34,0,0,"2009",0,"Black Crappie"
"2768","Black Crappie",2009,35,0,0,"2009",0,"Black Crappie"
"2769","Black Crappie",2010,25,0,1,"2010",0,"Black Crappie"
"2770","Black Crappie",2010,19,0,1,"2010",0,"Black Crappie"
"2771","Black Crappie",2010,24,0,1,"2010",0,"Black Crappie"
"2772","Black Crappie",2010,15,0,1,"2010",0,"Black Crappie"
"2773","Black Crappie",2010,22,0,1,"2010",0,"Black Crappie"
"2774","Black Crappie",2010,27,0,1,"2010",0,"Black Crappie"
"2775","Black Crappie",2010,35,0,1,"2010",0,"Black Crappie"
"2776","Black Crappie",2010,33,0,1,"2010",0,"Black Crappie"
"2777","Black Crappie",2010,21,0,1,"2010",0,"Black Crappie"
"2778","Black Crappie",2010,34,0,1,"2010",0,"Black Crappie"
"2779","Black Crappie",2010,23,0,1,"2010",0,"Black Crappie"
"2780","Black Crappie",2010,12,1,1,"2010",1,"Black Crappie"
"2781","Black Crappie",2010,17,0,1,"2010",0,"Black Crappie"
"2782","Black Crappie",2010,26,0,1,"2010",0,"Black Crappie"
"2783","Black Crappie",2010,18,0,1,"2010",0,"Black Crappie"
"2784","Black Crappie",2010,14,0,1,"2010",0,"Black Crappie"
"2785","Black Crappie",2010,16,0,1,"2010",0,"Black Crappie"
"2786","Black Crappie",2010,28,0,1,"2010",0,"Black Crappie"
